video_id,start_time_seconds,end_time_seconds,labels
ZXUL9cJ8OuU,60.0,70.0,"[0, 58]"
w0QJT6ywza0,110.0,120.0,"[232, 137]"
w0lIQQKysY4,360.0,370.0,"[137, 219]"
w09XinexaIY,20.0,30.0,[137]
w0z9rPbdgkE,20.0,30.0,[137]
w0yHqPxybQE,30.0,40.0,[137]
w0RBnspBW84,90.0,100.0,[137]
w0A-4EbkVz8,50.0,60.0,[137]
9oiSwXk8Nsk,590.0,600.0,"[256, 137, 27, 217]"
9o8sSFDAp14,30.0,40.0,"[8, 137]"
9ogEGxsJcSY,30.0,40.0,"[137, 251]"
9oxMZQOS6sE,130.0,140.0,"[283, 300]"
9o7PgwVy_h8,6.0,16.0,[388]
9oGVu-J7b-M,130.0,140.0,"[506, 54]"
9ohu45KlgYA,120.0,130.0,"[0, 137, 279]"
9o0Dg9GhEx8,490.0,500.0,[426]
XuTgmkG4WhE,350.0,360.0,"[0, 16, 3]"
XuBj6siHCTk,30.0,40.0,[137]
Xu0J2UiyinY,580.0,590.0,[288]
Xu_rLbF-wxc,200.0,210.0,[364]
XuS3-gORs-o,30.0,40.0,"[0, 354]"
XuiQawatxls,60.0,70.0,[342]
Xug8OJNzEvI,70.0,80.0,"[283, 300]"
XusuUFFrRo8,40.0,50.0,[72]
QkbHH6LQkr4,30.0,40.0,"[0, 137, 426]"
QktjNB2BxjA,0.0,10.0,[300]
QkBBROJPasI,30.0,40.0,[300]
QktqZGQJ6HQ,250.0,260.0,[137]
-yXsEIH3Tbg,110.0,120.0,"[8, 137, 27]"
-ysNtKG8FlU,30.0,40.0,[72]
-yvcu2zXj54,310.0,320.0,"[0, 506, 404]"
-yERwTDWZuU,90.0,100.0,"[137, 463]"
-yfGwGBVnlA,30.0,40.0,[137]
-yJk74Vfs2s,30.0,40.0,"[468, 469]"
epGDNMrsQb8,40.0,50.0,"[137, 300, 343]"
epdCSgTDXdw,270.0,280.0,[444]
ep2st4ZscHg,30.0,40.0,"[137, 219]"
LbopBade5MQ,250.0,260.0,"[300, 526]"
Lb5IVzP90pk,20.0,30.0,"[0, 22]"
LbgM76kurgo,50.0,60.0,"[0, 137, 72]"
LbPHnSFBZhA,70.0,80.0,[72]
Lb2eI4GApc4,30.0,40.0,[388]
LbVtXkVIAk8,70.0,80.0,[137]
QmB39Nl2O8Y,20.0,30.0,"[300, 343]"
Qm0-cpqlZqw,50.0,60.0,"[512, 137, 463]"
QmIhKF1BqCg,180.0,190.0,[137]
Qm7A28U2zL8,80.0,90.0,[239]
NCmV-aNBFmQ,140.0,150.0,"[72, 506]"
NC5tIv4-8fg,130.0,140.0,"[137, 226]"
NCEyRZ3Y_4Y,350.0,360.0,"[300, 493, 510]"
adHhqDnyZv8,100.0,110.0,[137]
adEy5j4XiJk,30.0,40.0,[343]
ruf-EVEl3cg,420.0,430.0,"[0, 404]"
rui3kVWgTUc,30.0,40.0,"[0, 41]"
zhtcIbia1uw,30.0,40.0,[300]
zhH3QeoBZDI,320.0,330.0,[49]
zhQGK0mnHPQ,280.0,290.0,[513]
zhFQYhMXQoI,30.0,40.0,"[137, 267]"
UVY68vFiApA,60.0,70.0,"[137, 27, 252]"
UV3MYBuhI8o,90.0,100.0,[57]
UVKJiXz6iLE,40.0,50.0,"[0, 72]"
UVqutcRMGI0,140.0,150.0,"[248, 137]"
UV90mG6wLBA,420.0,430.0,"[8, 66, 69]"
LLSJ_DWYcn4,30.0,40.0,"[137, 271]"
LL_UStIfBwc,160.0,170.0,[444]
LL4Un-7JW74,110.0,120.0,[50]
LLKmAXVQqm4,30.0,40.0,[437]
LLSUDqQONJg,330.0,340.0,"[137, 300]"
LLzVj5ncI3A,200.0,210.0,"[248, 27]"
LLDHkHHKYkI,120.0,130.0,"[0, 137, 281]"
LLOblSCR4Vs,10.0,20.0,"[300, 343]"
LLmMCjc8Bmg,40.0,50.0,"[388, 300]"
m1k9Selk_3I,18.0,28.0,"[0, 388]"
m1yOTcjRjcM,11.0,21.0,[72]
m1ov6te6jK8,70.0,80.0,"[264, 137]"
m160FX9Sln8,120.0,130.0,"[72, 510]"
A5Qj7kiSCjU,80.0,90.0,[418]
A5orLtocLMA,27.0,37.0,[377]
A5HWgcz4RaA,40.0,50.0,[137]
A5fPSkTvjmY,70.0,80.0,[137]
CpPa8PsCjSY,0.0,10.0,"[0, 494]"
CpBPzmIPIQE,0.0,10.0,"[504, 354, 362]"
Cpvskfe75FM,30.0,40.0,[300]
CpnbQ3XlxM4,55.0,65.0,"[137, 266, 252]"
CpoX-mbf2sA,360.0,370.0,"[0, 363]"
CpHRQ-f4UtA,140.0,150.0,[137]
CpQF96UpBMw,90.0,100.0,[72]
Cp0UTM-IzjM,30.0,40.0,"[272, 137, 239]"
CphodUaGuuQ,30.0,40.0,[404]
CpqnskKVwhE,10.0,20.0,"[137, 219]"
6_SgqyBAPv0,190.0,200.0,[343]
6_fl1xxZ2j4,30.0,40.0,"[437, 478]"
6_P0mSAcmX0,80.0,90.0,"[490, 444]"
6_AquUsq2t0,30.0,40.0,"[0, 137, 354]"
7ukuYcZrwX0,30.0,40.0,[437]
7udNv6dZTnk,50.0,60.0,"[371, 444]"
7uKkUTml-DA,260.0,270.0,"[137, 27, 260, 237]"
7u26P6nRHDs,22.0,32.0,"[137, 354]"
_mM3RrrgNgA,50.0,60.0,"[491, 300]"
_miAGxDX5FM,160.0,170.0,[137]
_mEAlPi0qpQ,3.0,13.0,[472]
SyY1hl7cOMU,210.0,220.0,"[137, 26, 500]"
SyGpCudBB04,540.0,550.0,[72]
eDKKuZBkilg,30.0,40.0,[468]
eDCpoOiVu-Q,20.0,30.0,[488]
eDaAFyGOVZM,300.0,310.0,[384]
apkXWaneA9E,390.0,400.0,"[0, 444]"
apA0IY_5-2g,40.0,50.0,"[248, 137, 217]"
apwQu55-5OI,2.0,12.0,[426]
apiwldD6mRo,0.0,10.0,[72]
apWwq55i-Kw,440.0,450.0,[444]
apAFcRFutFo,160.0,170.0,[377]
apaH7oczgoA,90.0,100.0,[388]
Zrh0sk7uqBc,130.0,140.0,"[137, 27, 219]"
ZrnexF1V-6w,220.0,230.0,"[0, 137, 506, 38]"
ZrX9I_dJXQU,50.0,60.0,[137]
ZrkvPqsR8Qs,310.0,320.0,"[137, 277]"
EIJgdRZgeGA,40.0,50.0,"[0, 404]"
EIk1JyvtV-M,340.0,350.0,"[0, 491]"
EIo9yMo1bzc,18.0,28.0,"[0, 72]"
EIqfLuASe_c,13.0,23.0,"[0, 354]"
EIi8kWmZZgA,90.0,100.0,[300]
EILIQCmx-EY,0.0,10.0,[514]
EIAtOZz7fN8,30.0,40.0,[379]
CWjnvpL8N8k,60.0,70.0,"[0, 475]"
CWvOZyY0CTg,110.0,120.0,[137]
CW2U8IGzuO4,220.0,230.0,[137]
zWPwtay0dxM,30.0,40.0,[388]
zWQJrAaHsFg,260.0,270.0,"[8, 137, 27]"
zWqvlnU-Kq8,390.0,400.0,[40]
zWw2rnj7t5w,120.0,130.0,[219]
zWOD_bnFjF8,40.0,50.0,[47]
zWEznZ40k2Q,30.0,40.0,"[0, 137, 441, 252]"
zWmF_2u-9nk,80.0,90.0,[239]
DwqZwA1sDaQ,60.0,70.0,"[0, 508]"
DwZUTNBDRL8,20.0,30.0,"[0, 514, 510]"
DwaaPVsRUoU,30.0,40.0,"[0, 137]"
DwhwLZ5_EaU,40.0,50.0,[300]
DwfLHfTWGVg,30.0,40.0,"[137, 254]"
DwMpNGpXn24,21.0,31.0,"[64, 496, 513]"
DwyOjLK00jQ,30.0,40.0,"[288, 286]"
DwMIru734Gw,60.0,70.0,[300]
QoZynUVXz08,0.0,10.0,"[506, 388]"
QogVyF_pug4,170.0,180.0,"[496, 516]"
QozpPule6PY,30.0,40.0,[137]
QoKQV94jdAI,30.0,40.0,"[0, 473]"
QorAChtcYqo,20.0,30.0,"[0, 137, 384]"
QoRPVEwAtIo,0.0,10.0,"[0, 137, 388]"
QoRz9lCPDwA,240.0,250.0,[137]
VcsiwzBrnzY,0.0,10.0,"[0, 137]"
VcnOTM-Qxk8,0.0,10.0,"[137, 300]"
Vcid5eBAug4,30.0,40.0,"[256, 137]"
VcWK7IBO-8k,200.0,210.0,"[0, 37]"
VcvhpbcK4lo,100.0,110.0,"[137, 506]"
VcQsSCgypQU,110.0,120.0,"[298, 283]"
VcGhfbyLtso,30.0,40.0,"[300, 343]"
AmP1CbovFcs,230.0,240.0,[388]
AmQiS7H-d9M,280.0,290.0,[137]
AmjOw_qq0mY,430.0,440.0,"[496, 515, 516]"
AmJ3gQTMWAY,28.0,38.0,[72]
AmMeqzVMPRc,10.0,20.0,"[300, 343]"
AmGaTVVPQL0,220.0,230.0,"[0, 26, 506]"
AmoaUQ8MIQ8,550.0,560.0,[137]
AmyTCJlaz2g,570.0,580.0,"[0, 382]"
AmF2OyiHLP4,490.0,500.0,"[8, 137]"
AmVx9Qy86r4,30.0,40.0,"[0, 137, 524]"
JS5uq3DS7VE,30.0,40.0,[404]
JSPw2UEvMDM,0.0,10.0,[426]
JSf3wD9ddZM,270.0,280.0,[137]
JSbup3T3N-Y,70.0,80.0,"[27, 37]"
JSqyTVjYY6k,80.0,90.0,[248]
JSdvOSWpcVY,14.0,24.0,[354]
JS_LYrOL8DM,520.0,530.0,"[0, 388, 4]"
yoSL2qcfbcc,43.0,53.0,"[266, 254]"
yoK4rannXCw,70.0,80.0,"[64, 513]"
eFdrdiVtOhg,20.0,30.0,[254]
eF7BVZza7qg,390.0,400.0,"[0, 404]"
eFaU3xANLyQ,370.0,380.0,"[0, 506, 381]"
ABVYSaLu_VM,10.0,20.0,"[137, 506, 462]"
ABd5jU8TLB4,30.0,40.0,"[72, 137, 239]"
AB3JPnLZ_Q8,10.0,20.0,"[27, 68]"
ABkrpc2QV7Y,20.0,30.0,"[491, 300]"
ABrN6IY_pfE,180.0,190.0,[377]
ABHBmupT2ok,30.0,40.0,[137]
ABs2ECDx-EQ,30.0,40.0,"[0, 72]"
ABC0BukoeRQ,20.0,30.0,[444]
ABWE9tjTvuI,130.0,140.0,"[232, 137]"
FkzyzgpS-nU,0.0,10.0,"[0, 300, 509]"
FkAnuU6bMTc,30.0,40.0,"[0, 137, 354, 506]"
FksdL1EWzvM,30.0,40.0,[72]
uw0Piewnkmw,70.0,80.0,"[0, 444]"
uwo8OeO0isQ,30.0,40.0,"[0, 137, 68]"
uw9tqhv5pXQ,30.0,40.0,"[0, 137, 72]"
uwfHzRWtDBk,30.0,40.0,[72]
uwtZuIHD37Q,80.0,90.0,[137]
uw7zaizR30A,390.0,400.0,"[418, 476]"
X83qvgYnmOM,0.0,10.0,"[137, 388, 500]"
X82FrnpBxNY,30.0,40.0,[137]
X8XwuQX0lWE,30.0,40.0,[72]
c0Icfopt8Yw,30.0,40.0,"[0, 137, 300]"
c0AWJsTVi4I,220.0,230.0,[404]
7Ep2a7_sbmc,260.0,270.0,"[0, 61]"
7EPlBrtzv74,170.0,180.0,"[0, 506, 22]"
7E--KkWuiR0,0.0,10.0,[343]
7Ew4nOmZuyY,30.0,40.0,"[0, 137, 72]"
7EvLwfwRrqA,30.0,40.0,[137]
7EKHXdoE0ls,60.0,70.0,"[0, 137, 300, 526]"
84tuGBEaAWk,20.0,30.0,[501]
84A7-8dN0S4,30.0,40.0,"[0, 72]"
84erydZ0Nfc,0.0,10.0,[382]
84-xFJ-Trtg,360.0,370.0,"[444, 367]"
8430QfEUpWo,260.0,270.0,"[8, 66, 69]"
845X9JEGzsU,30.0,40.0,"[0, 72, 51, 510]"
84zchlYA-8A,0.0,10.0,[72]
84Ib7tlLuXk,360.0,370.0,[137]
84ytcAkea7w,140.0,150.0,"[288, 388]"
ztajHhW3zvQ,390.0,400.0,[72]
ztRpRNMEnME,30.0,40.0,"[0, 22]"
zt7pKvLuIwE,500.0,510.0,"[248, 229]"
ztTVZolaOAg,80.0,90.0,[137]
ztJWeojZEUk,11.0,21.0,"[0, 137, 444]"
zt5bY2ZM5yM,30.0,40.0,[478]
yjhzNGEPYJo,180.0,190.0,"[0, 298, 507]"
yj4xorgrbV4,30.0,40.0,[137]
yjoKhPaJt_0,20.0,30.0,[380]
yj8q-HS3eKU,200.0,210.0,"[0, 3, 37]"
yjhYCoQrh_0,30.0,40.0,"[0, 137]"
34ZTxQaNfis,100.0,110.0,[2]
34fXnEXB6V0,30.0,40.0,[137]
D_usHKfOXCw,40.0,50.0,[137]
D_zlJGQz0Eg,30.0,40.0,"[288, 388]"
iCDWuTHehW0,30.0,40.0,"[0, 72]"
iCBSEsTFvJg,90.0,100.0,"[0, 378]"
iCdolv9MFG8,150.0,160.0,[137]
iCcm_XcBpyw,90.0,100.0,"[0, 72]"
iC8kHC1K7b8,10.0,20.0,[137]
iCFCsieIqYY,30.0,40.0,"[0, 5]"
iCB6boYRyxM,310.0,320.0,"[0, 288, 444]"
ppSWMKKGZtM,70.0,80.0,"[137, 219]"
ppCtPNVwU7I,20.0,30.0,[1]
pppFfqhi05I,380.0,390.0,"[8, 69]"
ppqjN66tvEw,150.0,160.0,[418]
pplu2J1bbmk,30.0,40.0,[458]
ppAT0f2YCyM,240.0,250.0,"[137, 254]"
pp5hFm89fOM,260.0,270.0,"[0, 25]"
pp9bmoQU4pA,550.0,560.0,[384]
Sot9p4XpRtI,40.0,50.0,[248]
So6aU6ez7t8,220.0,230.0,[72]
SoLk8kiPkxY,30.0,40.0,[72]
So4Y3ebwYuM,50.0,60.0,"[0, 72]"
So3FMQEqTXQ,30.0,40.0,[486]
Na-NDcdjEik,340.0,350.0,"[0, 404]"
NaTFNbn_nks,220.0,230.0,[72]
Wu1VzWLJC6A,120.0,130.0,"[137, 219]"
WupBieE-8Us,30.0,40.0,"[491, 404]"
Wu3LKQG1fwU,40.0,50.0,[137]
ceOYh-U6zUc,40.0,50.0,"[0, 506, 3, 6]"
cex_imP_XFs,10.0,20.0,[426]
ceSv-8p0iW0,30.0,40.0,"[0, 300]"
cez0fMA4jR8,30.0,40.0,"[0, 38]"
cebvNZn2obM,170.0,180.0,[72]
ce03XKuyDtk,220.0,230.0,"[137, 506, 511]"
cenfXDHmino,100.0,110.0,"[137, 441]"
cej6L1w5Sfw,80.0,90.0,"[0, 137, 444]"
jaPRr8RIxG4,210.0,220.0,[484]
ja0jHgcSQEY,0.0,10.0,[470]
jaOffpnqcUY,290.0,300.0,[469]
jaCPQAwkYe0,210.0,220.0,"[0, 72]"
ja-iLfI1ryE,280.0,290.0,[26]
jaJdPUAv6N0,30.0,40.0,[137]
javAtY73n3U,80.0,90.0,[387]
ja67NAbdK5I,310.0,320.0,[458]
jaec-GVfa3Y,230.0,240.0,"[0, 137, 513]"
oCeT-oVsDfM,10.0,20.0,"[0, 379, 300]"
oC0e8GXYy_4,10.0,20.0,"[137, 282]"
rJmRUSucuSs,390.0,400.0,"[0, 300, 510, 343]"
rJPgaJngJJA,0.0,10.0,[418]
rJgvJvIo2-U,70.0,80.0,"[137, 219]"
rJPsrRPLVK0,30.0,40.0,[72]
rJU0YG-TMQY,30.0,40.0,"[0, 5]"
rJu7HL87WpA,50.0,60.0,"[137, 477]"
rJQ7FzJpS9A,30.0,40.0,[343]
rJskSPT2JsY,30.0,40.0,"[137, 277]"
zD65xj98hko,80.0,90.0,[343]
zDTkJzeh8Ek,30.0,40.0,[300]
zDbT4pxvSho,240.0,250.0,"[137, 463]"
zDDk-pJWrJ0,90.0,100.0,"[0, 444]"
zD9d1ra-8wM,20.0,30.0,[72]
PU-4TfhBjrA,60.0,70.0,"[3, 137, 266, 27, 61]"
PUNcS7yIowA,30.0,40.0,[512]
PUBw0WAMgsM,50.0,60.0,[404]
PU6zs36Hb-w,90.0,100.0,[72]
PUxQ0rZKDxI,60.0,70.0,"[0, 53]"
PUy3cnNk4ys,40.0,50.0,"[512, 137]"
FV8WYs6mf6w,200.0,210.0,"[0, 41]"
FVjaqZMgcHI,310.0,320.0,[137]
FVCRLbEup3s,0.0,10.0,[379]
FVwfDaHqIps,30.0,40.0,"[0, 491]"
FVe-yZDAo5g,30.0,40.0,[72]
FVEjFz-YnYM,450.0,460.0,[72]
FVEbZMwpxuc,30.0,40.0,"[0, 137, 444]"
FV5aUqnyr8Y,510.0,520.0,[368]
4dA9UG39z48,140.0,150.0,"[137, 258]"
4dsUL0OctLM,290.0,300.0,"[72, 137]"
4dMC-2SQa-Y,270.0,280.0,"[0, 137, 388]"
4dcyo3VOmlA,20.0,30.0,"[0, 354, 507]"
4dilYyxYLmM,30.0,40.0,"[280, 137]"
iUDDYiQdFjY,240.0,250.0,[41]
iUrGqbs2nsM,0.0,10.0,[137]
iUxy2s5d60o,270.0,280.0,[137]
iU0wDpWMCgk,90.0,100.0,"[137, 388]"
iUGeL4Jwie4,30.0,40.0,[373]
iUAZE2Qj0tY,100.0,110.0,"[0, 16, 506]"
iUyxzXcyrqI,130.0,140.0,"[137, 501]"
m2qOCSn0nKM,30.0,40.0,[366]
m2QZEuu2n18,20.0,30.0,[254]
m2SM-SdOJxI,70.0,80.0,[490]
m29qZYx1sHc,300.0,310.0,[54]
m2d1CFe1Ono,0.0,10.0,[72]
m2MOS4hpwxo,0.0,10.0,[463]
m2h996KM-iY,270.0,280.0,"[288, 374]"
m2g9-zbgdIM,130.0,140.0,[137]
m2zs1UGyrcc,280.0,290.0,"[0, 499]"
px18jN2iUhY,30.0,40.0,[72]
pxsFJudwJ58,20.0,30.0,[343]
px2Ssct-U1o,10.0,20.0,"[137, 217, 239]"
pxtB4nrEX8Y,20.0,30.0,[513]
EvlJCOeIb_M,10.0,20.0,"[0, 54]"
EviorW0wbVo,500.0,510.0,"[0, 506, 388]"
EvDGBUbCBRs,40.0,50.0,"[8, 69]"
EvwJb1NIz2Y,10.0,20.0,"[16, 506]"
Ev9MUVSr69Q,180.0,190.0,"[0, 343]"
bB0C2oEq05k,30.0,40.0,[137]
bBxTn25o-LQ,100.0,110.0,[137]
bBy0NCoCEHc,540.0,550.0,"[0, 137, 233]"
bBtijEqDWSw,220.0,230.0,[288]
bBdxLMRX5rs,30.0,40.0,[426]
bBGcQ2-W768,30.0,40.0,"[137, 278, 279]"
gJZUyOycu28,10.0,20.0,"[0, 513, 509]"
gJ0IPPgYiXg,100.0,110.0,[273]
gJZFFCUQvNo,0.0,10.0,[137]
gJfYTBeXHxs,30.0,40.0,"[137, 275]"
gJ4anXTNa9k,48.0,58.0,"[0, 60]"
gJMdzWZ088I,30.0,40.0,[515]
croFRisONxA,60.0,70.0,[300]
crfMqQ6WyDM,190.0,200.0,[380]
crFpxU62dpo,30.0,40.0,"[0, 343]"
crtrt0HbAtg,30.0,40.0,[72]
crUcuDJKePU,26.0,36.0,"[72, 137, 388]"
crwW2hUoMjQ,10.0,20.0,[500]
v68dFWNF4uY,510.0,520.0,"[418, 476]"
v6BrBps3Bdo,0.0,10.0,"[137, 514]"
v6CRKWApOuU,0.0,10.0,"[288, 372]"
U8LvZzg_ruc,210.0,220.0,[288]
U8RvkY0FwbE,30.0,40.0,[137]
U8yqYlErUz8,200.0,210.0,"[0, 137]"
U8-jaLo_OO4,70.0,80.0,"[0, 137, 441]"
U8LD8plApXw,30.0,40.0,"[137, 219]"
U8rtQKlHDD0,30.0,40.0,"[0, 137, 72]"
U8Pr56qG90o,60.0,70.0,"[0, 508, 22]"
U8wU3xFj3TA,380.0,390.0,"[283, 300]"
-JfpacjZWyw,30.0,40.0,[254]
-JfXNXGi-l8,70.0,80.0,[373]
-JbPonixXS4,0.0,10.0,"[418, 343]"
-J0H5ah1G7A,30.0,40.0,"[137, 267]"
-JVWfFPBl84,330.0,340.0,[137]
-Jie0k7xUIk,10.0,20.0,"[444, 375]"
-Jam3cjbeFQ,30.0,40.0,"[0, 466]"
-JKLmqDk9p8,490.0,500.0,"[288, 286]"
-JOKwS64mRU,150.0,160.0,"[283, 300]"
-JBvPwxaVVg,110.0,120.0,"[0, 137, 458]"
-JuVh6islEI,30.0,40.0,"[0, 525]"
-jNIaWOWUFI,30.0,40.0,"[0, 491]"
-juN6TgEkb0,30.0,40.0,"[137, 271]"
-jBWkHhQNew,30.0,40.0,"[300, 343]"
-jpbCWcz2pk,30.0,40.0,"[137, 276, 270]"
-j3aoa1bEyA,9.0,19.0,[72]
-jMyzNbR7WM,10.0,20.0,[300]
4B3sd0XRFBE,30.0,40.0,[300]
4BL5beKDddI,120.0,130.0,"[0, 55]"
4BUEj-TxY5g,0.0,10.0,[388]
4B9x8Tbpql0,170.0,180.0,[57]
4B3nkHcPwjQ,18.0,28.0,"[0, 47]"
4BNX_JWdXa0,180.0,190.0,[458]
4BVEb9P1YxQ,90.0,100.0,[137]
3O7W7MH5HhY,150.0,160.0,[16]
3OT7_igbTpM,20.0,30.0,[478]
3OF_E-cL9j4,30.0,40.0,"[137, 27]"
3ObXx-L1MsI,60.0,70.0,[37]
3Od4YtOVkFc,30.0,40.0,"[0, 137, 288]"
3Ob1Gq-4x-c,30.0,40.0,[487]
3Odt59FJTXg,580.0,590.0,[67]
3OayXXRtdk4,70.0,80.0,[300]
3OLeJZF4oI0,290.0,300.0,"[0, 137]"
PjctNnCgD24,140.0,150.0,[444]
Pj6G2P59vdQ,30.0,40.0,"[0, 513, 510]"
PjjojjUn0bk,30.0,40.0,[72]
Pj_YzLKBYDQ,50.0,60.0,"[0, 506, 6]"
Pjea-KE7Vrs,30.0,40.0,[137]
Pj1Fsbvc-18,430.0,440.0,[418]
PjmcjXBYH2o,170.0,180.0,[444]
PjigrH70kZw,210.0,220.0,[497]
M6a_pSANQRA,30.0,40.0,[469]
M6TuE5oaWq8,80.0,90.0,[72]
M6bs_l-76uw,60.0,70.0,[47]
M61Lfr2fI9s,10.0,20.0,[50]
M6CWMWKo0IY,30.0,40.0,"[491, 404]"
M63Sf4hNWAs,7.0,17.0,[72]
Z6q5doznOcI,340.0,350.0,"[137, 278]"
Z6mHCho5Kq8,30.0,40.0,"[137, 254]"
yLzRILi6fzQ,20.0,30.0,[137]
yLoN8qa-CaI,120.0,130.0,"[137, 27]"
yLycWbH9Dnc,240.0,250.0,"[0, 383]"
yLQ52BX97TA,30.0,40.0,"[0, 466]"
yLWJroL-T78,100.0,110.0,"[137, 239]"
zrOLxh8GuCU,270.0,280.0,"[0, 388]"
zrb76mJOZQQ,3.0,13.0,"[137, 388]"
zrgC8256jM4,0.0,10.0,[137]
zrtemMGaj4g,170.0,180.0,"[0, 384]"
zrouUQJjsSM,200.0,210.0,"[137, 300]"
zrlS7azEzeU,30.0,40.0,"[137, 444]"
zrwJU3MVTCc,30.0,40.0,[72]
ITq14s8h92I,400.0,410.0,"[137, 506, 463]"
ITOVL4ok-xM,90.0,100.0,"[137, 342]"
ITg9o6Gwsbo,30.0,40.0,"[137, 274, 236, 239]"
ITWq1idRYGE,18.0,28.0,"[0, 47]"
ITRNEOdgHY8,380.0,390.0,[300]
PWVr9weg00U,170.0,180.0,[137]
PWJgfgsvwd4,90.0,100.0,[72]
xz38nXsfBo8,100.0,110.0,"[72, 444]"
xzU6sJot-Gk,30.0,40.0,"[280, 137]"
2HlCRjjDhIA,20.0,30.0,[72]
2HJS8Imn3Bc,30.0,40.0,"[137, 27]"
2HXWHXj_zIE,30.0,40.0,[137]
2HcMDJ_YC1Q,40.0,50.0,"[137, 27]"
2HqRt6o2yis,220.0,230.0,"[0, 137, 506, 513]"
IKhNyJSvFK0,150.0,160.0,[377]
IKQoXgzNrew,30.0,40.0,"[64, 513]"
IKfmu7tAyUE,30.0,40.0,"[248, 137]"
IKzjxuraxdM,340.0,350.0,[513]
IKiFDTAthRo,30.0,40.0,"[0, 3, 471]"
IKqjoWAn5eU,30.0,40.0,"[0, 72, 491]"
IKgUUuiCb1g,30.0,40.0,"[137, 219]"
OX8FTpnr_5Y,30.0,40.0,"[0, 137, 288]"
OXQYOODkz_o,5.0,15.0,"[404, 388]"
OX5NXg4JMVs,10.0,20.0,"[72, 41]"
OXrSG-MVXJg,320.0,330.0,[137]
OXeIdX9T5HY,2.0,12.0,[72]
OXkq1qqiSE0,7.0,17.0,"[288, 72]"
OXs4RjUQYr0,340.0,350.0,"[137, 38]"
WDbR2wnsTeo,0.0,10.0,"[64, 518]"
WDlcKaKTSoI,60.0,70.0,"[288, 370, 372]"
WDZdy6TtcYI,0.0,10.0,"[0, 426]"
WDa5Uo4xOTM,2.0,12.0,"[0, 137, 72]"
WD3rI0TZfB0,40.0,50.0,"[0, 52]"
AhOkbJFYv_Y,120.0,130.0,"[0, 137, 248]"
Ah304Vt9l9U,0.0,10.0,[343]
Ahs54oWjuUo,30.0,40.0,[72]
AhObH_gupBE,480.0,490.0,"[506, 55]"
3cGGjixLbY0,30.0,40.0,"[0, 481]"
3cjvSCrR51E,30.0,40.0,"[226, 137, 267, 274, 276, 280, 251]"
3cbVjljyglU,10.0,20.0,"[137, 388]"
3cugy18s-PI,30.0,40.0,[388]
3cWI2BD9A1s,90.0,100.0,"[0, 388]"
3cEQfNZ_F1w,30.0,40.0,"[216, 137, 235]"
G5x0LPaz-Lg,30.0,40.0,[137]
G5D054W3VDE,20.0,30.0,[72]
G5KNKGOFjww,30.0,40.0,"[0, 51]"
G538JbdEryM,30.0,40.0,[369]
G5P_VUgwTfM,130.0,140.0,"[0, 404]"
n16ZUTfZtDM,0.0,10.0,[137]
n179cK8EubU,320.0,330.0,"[0, 512, 517, 137, 463]"
n1PTn_NH_K0,150.0,160.0,"[0, 137, 463]"
n1IVntUseL4,190.0,200.0,[72]
n1zRnTCaiE0,40.0,50.0,[60]
I3_SwBhnUj0,0.0,10.0,[72]
I3v0iTZ16nY,60.0,70.0,[137]
I3zwXIKToXc,20.0,30.0,"[283, 300]"
I3_xcrFdi4M,20.0,30.0,"[16, 3]"
I3Es6VcWAEY,70.0,80.0,[300]
I3etAR5FQjo,60.0,70.0,"[0, 388]"
I37RMUHp4O8,490.0,500.0,"[300, 343]"
sN8GmPaaY-s,70.0,80.0,[72]
sNCKIJFUj5I,80.0,90.0,"[49, 47]"
1zoqi-E5vFY,50.0,60.0,"[0, 137, 404]"
1zF2W8JxFK4,570.0,580.0,[384]
1zFcAqNQBZY,30.0,40.0,"[0, 51]"
1znX58PCUmc,10.0,20.0,"[137, 511]"
eh24v1Ly3y0,80.0,90.0,[137]
ehHztQcV3gE,190.0,200.0,"[506, 382]"
eh3tLj91K70,280.0,290.0,[137]
ehJKd9HLA04,370.0,380.0,"[264, 137]"
ehXNkYVFkmc,220.0,230.0,"[0, 343]"
ehZMQ9Q1Jko,520.0,530.0,"[137, 267, 268, 270]"
ehS1MmMc4to,20.0,30.0,[137]
2sgD10vYVJc,15.0,25.0,"[72, 137]"
2s1kkwMhDiM,90.0,100.0,"[0, 137, 418, 509]"
2sqHdyT_FUQ,10.0,20.0,"[0, 518]"
2sCd_EwzYgY,100.0,110.0,"[0, 480]"
2sfABxpVBXU,30.0,40.0,"[0, 506, 61]"
2sGeZHM4MHs,30.0,40.0,[300]
2sbfNvZgrPI,90.0,100.0,"[72, 41]"
HNQJ_Oe7CmE,30.0,40.0,"[0, 5]"
HNyHIF8bXJw,280.0,290.0,"[0, 514, 509]"
HNgJgy92k5U,350.0,360.0,[137]
CwImmV7q1MY,30.0,40.0,[137]
Cwf2_jLSkSE,0.0,10.0,[137]
CwloYI0mpvs,30.0,40.0,"[499, 55]"
Cwur_jvxMzY,360.0,370.0,"[0, 404, 300]"
CwmUMySSNQc,30.0,40.0,"[216, 137, 219, 265]"
CwMiVU5kAIM,29.0,39.0,[366]
Cwt3ChZeJT0,30.0,40.0,[426]
CwOooX2g7nk,430.0,440.0,[491]
NJgk6yyMcIY,380.0,390.0,[72]
NJ_Ha89QjiI,70.0,80.0,[137]
